POLICY_CLAIM_NUMBER	POLICY_EFF_DT	INSURANCE_TYPE	CLAIM_STATUS	ANY_INJURY	POLICE_REPORT_AVAILABLE	INCIDENT_HOUR_OF_THE_DAY
PLC00008761	11/10/2016	Motor	A	0	0	4
PLC00007924	6/12/2017	Mobile	A	1	0	6
PLC00000674	1/6/2013	Mobile	A	1	1	23
PLC00005630	10/21/2011	Health	A	1	0	2
PLC00004417	7/9/2015	Mobile	A	1	1	5
PLC00008649	3/9/2015	Health	A	1	1	4
PLC00007302	9/1/2015	Health	A	0	1	21
PLC00007067	1/24/2020	Property	A	0	0	5
PLC00008339	5/11/2012	Life	A	0	0	5
PLC00003608	3/3/2016	Mobile	A	1	1	21
PLC00007961	3/4/2015	Travel	A	1	0	20
PLC00006912	5/10/2012	Property	A	1	1	17
PLC00001312	10/10/2019	Property	A	1	1	15
PLC00007083	2/25/2011	Motor	A	1	1	8
PLC00003158	3/10/2016	Travel	A	0	1	15
PLC00005455	4/18/2018	Travel	A	1	1	7
PLC00003427	10/9/2016	Property	A	0	1	10
PLC00000828	5/19/2019	Health	A	1	1	21
PLC00003365	3/10/2014	Motor	A	1	0	14
PLC00002827	12/10/2019	Mobile	A	1	0	23
PLC00007489	8/16/2017	Motor	A	1	1	5
PLC00004865	11/10/2019	Health	A	1	0	12
PLC00001087	1/30/2018	Health	A	1	1	12
PLC00009631	7/14/2011	Life	A	0	0	9
PLC00009459	10/23/2019	Mobile	A	1	1	18
PLC00004739	1/22/2018	Property	A	1	1	6
PLC00009437	10/13/2019	Life	A	1	0	13
PLC00006789	12/14/2017	Mobile	A	1	1	22
PLC00001145	1/21/2017	Travel	A	0	1	10
PLC00007682	1/21/2019	Property	A	0	1	7
PLC00000384	8/1/2013	Motor	A	1	1	2
PLC00003132	12/10/2010	Health	A	0	1	18
PLC00000624	7/30/2018	Property	A	1	0	18
PLC00007368	2/20/2012	Life	A	1	1	21
PLC00002770	9/13/2014	Property	A	1	1	14
PLC00008017	8/23/2018	Health	A	1	0	16
PLC00007932	8/12/2011	Health	A	0	1	9
PLC00003562	9/4/2012	Travel	A	0	1	23
PLC00007536	6/6/2016	Motor	A	1	0	7
PLC00006125	3/14/2015	Travel	A	0	1	5
PLC00006391	2/13/2011	Life	A	1	1	18
PLC00003632	6/11/2012	Property	A	0	1	21
PLC00005664	8/2/2010	Life	A	0	1	17
PLC00004291	5/7/2012	Travel	A	0	0	10
PLC00002464	4/19/2013	Property	A	1	1	6
PLC00007179	9/27/2018	Property	D	0	1	9
PLC00006228	10/17/2014	Travel	D	1	1	22
PLC00008215	3/12/2018	Motor	A	1	1	16
PLC00004592	7/21/2014	Health	A	1	1	13
PLC00006857	7/21/2012	Travel	A	1	1	0
PLC00009424	7/29/2014	Motor	A	1	1	7
PLC00007788	5/18/2017	Mobile	A	1	1	0
PLC00001242	1/14/2016	Travel	D	0	0	7
PLC00005340	7/8/2019	Life	D	1	1	20
PLC00001977	8/21/2014	Motor	A	1	1	5
PLC00006763	3/8/2015	Motor	A	1	0	23
PLC00004864	3/10/2015	Travel	A	0	1	4
PLC00000025	4/21/2013	Mobile	A	1	0	9
PLC00008779	6/29/2011	Motor	A	1	1	18
PLC00004823	4/8/2017	Life	A	0	1	6
PLC00003410	9/2/2011	Travel	A	0	0	22
PLC00008793	8/10/2012	Property	A	0	1	23
PLC00001123	7/27/2016	Health	A	1	1	8
PLC00000145	6/12/2019	Health	D	1	1	18
PLC00004099	12/22/2013	Life	A	1	1	21
PLC00002765	10/10/2017	Life	A	1	1	5
PLC00001739	4/27/2011	Motor	A	1	0	11
PLC00006737	11/24/2011	Life	A	1	1	6
PLC00000251	11/9/2011	Property	A	1	1	7
PLC00005852	7/18/2010	Life	A	1	1	22
PLC00001913	2/3/2012	Health	A	1	0	0
PLC00008131	12/30/2014	Motor	A	0	1	3
PLC00008463	6/22/2011	Motor	A	1	0	2
PLC00009320	7/16/2018	Health	A	0	1	14
PLC00007171	7/8/2010	Property	A	1	0	0
PLC00002669	6/14/2012	Mobile	A	1	1	4
PLC00006883	9/11/2013	Health	A	0	1	22
PLC00003950	4/15/2016	Life	A	1	1	15
PLC00004466	2/14/2018	Travel	A	1	0	7
PLC00002323	8/2/2014	Motor	A	0	1	15
PLC00009682	3/30/2011	Motor	A	1	1	15
PLC00000085	1/24/2014	Life	A	0	1	6
PLC00000202	4/1/2013	Property	A	1	1	13
PLC00008946	2/22/2013	Travel	A	1	1	15
PLC00006507	5/31/2011	Mobile	A	1	0	10
PLC00007845	10/27/2016	Health	A	0	0	21
PLC00008693	2/10/2012	Travel	A	1	1	12
PLC00003749	6/4/2014	Health	A	1	1	11
PLC00005390	9/24/2015	Health	A	1	1	3
PLC00008405	6/11/2015	Life	A	1	1	0
PLC00001500	7/3/2019	Health	A	1	1	0
PLC00003587	6/15/2011	Health	A	1	1	4
PLC00008026	5/30/2014	Travel	A	0	1	12
PLC00004412	12/30/2011	Property	A	1	1	22
PLC00005444	5/23/2013	Health	A	1	1	4
PLC00009803	3/26/2017	Travel	A	1	1	9
PLC00002980	10/23/2011	Property	A	0	1	12
PLC00006258	1/23/2016	Health	A	1	0	9
PLC00002954	2/1/2019	Mobile	A	1	1	8
PLC00004383	3/27/2013	Health	A	0	0	5
PLC00007349	2/9/2019	Motor	A	0	0	23
PLC00008919	8/7/2017	Mobile	A	1	0	11
PLC00007211	5/3/2019	Motor	A	0	1	18
PLC00006366	1/4/2011	Property	A	0	0	8
PLC00001516	8/2/2014	Property	A	1	1	9
PLC00009776	2/8/2017	Life	A	0	1	18
PLC00004760	11/19/2011	Property	A	1	1	15
PLC00008639	8/7/2010	Mobile	A	1	1	19
PLC00007374	6/25/2015	Property	D	1	1	13
PLC00008318	12/29/2017	Life	A	1	1	20
PLC00004447	8/21/2012	Mobile	A	1	0	13
PLC00000033	8/28/2016	Property	A	0	1	4
PLC00005889	3/9/2019	Health	D	1	1	22
PLC00003283	3/15/2011	Travel	A	1	1	21
PLC00006255	4/1/2011	Property	A	0	0	15
PLC00006151	9/10/2017	Motor	A	0	1	3
PLC00007221	9/27/2016	Life	A	0	1	19
PLC00007136	2/1/2014	Motor	A	0	0	3
PLC00009706	6/15/2019	Mobile	A	0	1	23
PLC00006593	12/14/2012	Life	A	1	0	18
PLC00000443	12/13/2013	Health	A	1	1	10
PLC00002094	4/3/2019	Property	A	1	1	2
PLC00006712	3/5/2014	Motor	A	0	1	13
PLC00007238	3/21/2019	Mobile	A	1	1	22
PLC00004985	11/22/2015	Motor	A	1	1	18
PLC00005395	11/7/2019	Motor	A	0	1	5
PLC00008375	5/5/2017	Health	A	1	1	14
PLC00006471	12/17/2010	Mobile	A	0	1	5
PLC00005164	10/28/2014	Property	A	1	0	20
PLC00008071	11/6/2011	Mobile	A	1	1	3
PLC00005914	5/16/2015	Mobile	A	1	1	11
PLC00004364	1/23/2013	Mobile	A	1	1	5
PLC00003250	1/10/2019	Travel	D	1	1	2
PLC00006935	9/7/2014	Property	A	1	1	16
PLC00003803	5/10/2018	Property	A	0	0	14
PLC00001168	7/8/2012	Travel	A	1	1	12
PLC00009036	1/2/2014	Life	A	1	0	12
PLC00000078	2/20/2012	Property	A	1	0	11
PLC00001633	1/28/2017	Property	A	1	0	2
PLC00006615	3/12/2014	Mobile	A	1	0	15
PLC00000678	12/1/2018	Property	A	1	0	0
PLC00004671	10/3/2011	Property	A	1	1	13
PLC00000206	3/1/2015	Motor	A	1	1	5
PLC00000646	8/16/2011	Health	A	1	0	11
PLC00001930	1/12/2011	Life	A	1	1	17
PLC00008126	11/21/2010	Property	A	0	1	7
PLC00008086	7/23/2010	Mobile	D	0	0	17
PLC00009947	2/25/2016	Life	A	1	1	13
PLC00007421	3/21/2011	Property	A	0	1	1
PLC00002199	8/31/2019	Property	A	1	1	18
PLC00003304	12/23/2011	Life	A	1	0	16
PLC00008033	2/22/2014	Motor	A	1	1	9
PLC00002045	11/29/2010	Mobile	A	0	1	4
PLC00009973	2/11/2016	Property	A	1	1	2
PLC00001470	7/11/2018	Motor	A	1	0	16
PLC00008688	2/25/2017	Life	A	1	1	15
PLC00001531	8/22/2013	Mobile	A	0	1	12
PLC00007412	7/2/2017	Property	A	1	1	19
PLC00003383	9/20/2015	Mobile	A	1	1	22
PLC00009078	11/8/2011	Travel	A	1	1	0
PLC00007552	7/14/2018	Motor	A	1	0	22
PLC00008795	10/12/2015	Health	A	1	0	6
PLC00009264	10/18/2010	Mobile	A	1	0	17
PLC00004636	6/8/2011	Property	A	1	1	6
PLC00008192	8/26/2018	Life	A	1	0	10
PLC00009839	5/7/2019	Life	A	0	1	14
PLC00003159	9/13/2010	Mobile	A	1	0	8
PLC00001756	10/14/2019	Motor	A	1	1	22
PLC00008669	1/9/2019	Property	A	1	1	16
PLC00009909	1/8/2017	Mobile	A	1	1	18
PLC00001331	9/16/2013	Life	A	1	1	5
PLC00002866	3/15/2013	Property	A	1	1	9
PLC00009087	9/4/2019	Life	A	1	1	10
PLC00005621	4/24/2019	Mobile	A	0	0	4
PLC00005312	11/10/2011	Health	A	0	1	3
PLC00005969	2/15/2012	Life	A	1	1	12
PLC00002231	9/9/2014	Motor	A	1	1	10
PLC00008130	10/2/2011	Mobile	D	0	1	9
PLC00001809	11/13/2015	Property	D	0	0	7
PLC00003146	4/12/2011	Motor	A	0	0	15
PLC00006937	12/2/2013	Motor	A	1	0	20
PLC00008193	6/13/2011	Motor	A	1	1	6
PLC00003703	4/12/2013	Life	A	1	1	8
PLC00006405	1/29/2016	Travel	A	1	0	4
PLC00007183	4/28/2012	Life	A	0	1	8
PLC00002239	7/9/2010	Health	D	1	1	9
PLC00006146	9/28/2012	Health	A	0	1	20
PLC00008250	11/12/2016	Motor	A	1	1	0
PLC00008548	1/11/2012	Motor	A	1	1	20
PLC00004315	8/28/2017	Property	A	1	1	5
PLC00001413	11/14/2018	Mobile	A	0	1	6
PLC00005434	5/28/2017	Life	A	1	0	17
PLC00007330	8/2/2018	Travel	A	1	1	12
PLC00008253	5/9/2012	Property	A	0	0	10
PLC00005255	10/8/2015	Health	A	1	1	17
PLC00003472	4/24/2015	Mobile	A	0	0	8
PLC00004408	7/28/2016	Motor	A	1	1	2
PLC00003273	4/13/2014	Motor	A	1	1	10
PLC00005995	5/19/2018	Travel	A	1	1	14
PLC00005510	7/21/2010	Mobile	A	1	1	7
PLC00006638	10/15/2014	Travel	A	0	0	7
PLC00003447	1/9/2015	Motor	A	0	1	1
PLC00003275	3/12/2011	Mobile	A	0	1	13
PLC00004547	8/21/2014	Motor	A	0	0	19
PLC00002723	7/25/2013	Mobile	A	1	1	10
PLC00008644	10/25/2010	Life	A	0	1	7
PLC00009131	2/15/2012	Health	A	1	1	6
PLC00000052	1/7/2011	Health	A	1	1	21
PLC00001088	7/19/2017	Mobile	A	0	0	11
PLC00006447	1/28/2017	Property	A	1	1	12
PLC00006359	6/8/2012	Travel	A	0	1	3
PLC00002384	8/7/2013	Health	A	1	1	15
PLC00009730	8/15/2017	Mobile	A	1	1	10
PLC00003931	12/27/2017	Travel	A	0	1	13
PLC00005212	3/12/2015	Travel	A	1	1	6
PLC00002965	4/27/2016	Motor	A	1	1	22
PLC00009764	5/11/2019	Property	A	0	0	4
PLC00000761	4/27/2017	Mobile	A	1	0	0
PLC00008771	10/5/2011	Property	A	1	1	17
PLC00006772	8/22/2011	Travel	A	1	0	6
PLC00006337	8/9/2012	Property	A	1	0	12
PLC00007596	10/16/2016	Property	A	1	1	13
PLC00004959	7/3/2018	Mobile	A	1	1	13
PLC00005159	4/10/2014	Travel	A	1	0	21
PLC00004756	3/8/2014	Life	A	1	1	8
PLC00000688	3/19/2014	Health	A	1	1	18
PLC00001000	9/23/2011	Property	A	1	1	1
PLC00005582	6/11/2012	Health	A	1	1	9
PLC00006465	4/13/2013	Mobile	D	1	0	5
PLC00000067	3/5/2012	Life	A	1	1	14
PLC00002533	4/18/2014	Travel	A	1	0	21
PLC00000243	3/22/2011	Travel	A	1	0	5
PLC00006760	4/16/2012	Travel	A	1	0	1
PLC00000120	9/8/2019	Property	A	1	0	12
PLC00004769	11/19/2019	Travel	A	1	1	4
PLC00009733	9/22/2014	Mobile	A	0	1	10
PLC00006555	7/22/2017	Life	A	1	1	18
PLC00009797	2/20/2018	Motor	A	1	0	18
PLC00000192	11/2/2018	Life	A	0	0	14
PLC00007913	5/12/2014	Life	A	0	0	0
PLC00000028	10/27/2010	Property	A	1	1	16
PLC00006476	1/16/2018	Health	D	1	1	18
PLC00001768	1/14/2015	Mobile	A	1	1	0
PLC00008730	5/19/2016	Mobile	A	1	1	9
PLC00009465	3/18/2015	Mobile	A	0	1	3
PLC00006899	4/22/2017	Property	A	0	1	18
PLC00002580	3/20/2015	Health	A	0	1	22
PLC00005213	7/25/2015	Travel	A	0	1	14
PLC00001522	10/30/2014	Property	A	1	1	17
PLC00009034	12/19/2010	Property	A	0	1	3
PLC00001396	11/11/2011	Life	A	1	1	10
PLC00005487	10/8/2010	Travel	A	1	1	8
PLC00003859	4/3/2013	Travel	A	1	0	18
PLC00008074	2/12/2011	Property	A	1	0	22
PLC00009243	12/23/2011	Health	A	1	1	16
PLC00005547	4/1/2013	Health	A	1	0	20
PLC00000574	2/22/2011	Property	A	0	0	15
PLC00005172	12/10/2017	Motor	D	1	0	21
PLC00003470	10/25/2011	Motor	A	0	1	13
PLC00002704	4/8/2011	Motor	A	1	1	14
PLC00000902	9/26/2010	Life	A	1	1	1
PLC00001631	1/5/2020	Motor	D	1	1	0
PLC00006033	11/5/2016	Mobile	D	1	1	23
PLC00001889	2/6/2017	Mobile	A	1	1	22
PLC00006102	8/2/2019	Motor	A	0	1	21
PLC00008304	6/17/2010	Motor	A	1	1	0
PLC00009664	2/1/2017	Mobile	A	0	1	12
PLC00007631	5/1/2019	Health	A	1	1	22
PLC00000673	11/11/2016	Travel	A	0	1	12
PLC00008094	12/26/2019	Health	A	1	1	4
PLC00009724	3/1/2019	Health	A	1	0	11
PLC00008255	11/26/2013	Property	A	1	1	20
PLC00005092	6/21/2019	Travel	A	1	1	8
PLC00007137	10/1/2013	Life	A	1	1	16
PLC00004821	3/28/2013	Motor	A	1	1	16
PLC00007094	8/12/2014	Life	A	1	1	19
PLC00009255	7/8/2019	Mobile	D	1	0	15
PLC00004277	12/24/2012	Motor	A	1	1	4
PLC00000878	8/20/2014	Property	A	0	1	15
PLC00007418	5/10/2017	Travel	A	1	1	17
PLC00003962	8/6/2010	Property	A	1	1	21
PLC00005289	11/29/2013	Mobile	A	0	1	21
PLC00007447	8/2/2018	Health	A	1	0	12
PLC00005562	3/2/2017	Health	A	1	1	19
PLC00001502	9/17/2017	Health	A	1	1	21
PLC00004450	11/9/2016	Motor	A	1	1	2
PLC00001735	9/13/2014	Health	A	1	0	16
PLC00007683	8/26/2011	Property	A	1	0	12
PLC00006917	4/8/2019	Travel	A	1	0	7
PLC00006668	3/11/2019	Health	A	1	1	14
PLC00001607	7/29/2018	Motor	A	1	0	10
PLC00001944	7/18/2017	Motor	A	0	1	16
PLC00007003	7/15/2016	Mobile	A	0	1	14
PLC00002811	9/7/2015	Health	A	0	1	21
PLC00005204	12/8/2019	Life	A	1	1	2
PLC00005843	3/3/2014	Property	A	1	1	12
PLC00001206	12/17/2017	Motor	A	1	1	22
PLC00008599	3/9/2018	Mobile	A	1	1	3
PLC00003963	1/27/2012	Health	A	1	1	23
PLC00005548	5/29/2016	Travel	A	1	1	9
PLC00002740	7/2/2013	Life	D	1	0	17
PLC00002204	7/23/2019	Property	A	1	1	5
PLC00002390	12/11/2012	Life	A	1	1	16
PLC00006174	1/30/2013	Life	A	1	1	13
PLC00000837	12/10/2019	Health	A	1	1	18
PLC00005017	11/27/2015	Health	A	1	1	13
PLC00003330	6/1/2011	Motor	A	1	1	12
PLC00008425	8/10/2015	Health	A	1	1	11
PLC00007438	3/24/2013	Mobile	A	1	1	1
PLC00002250	9/29/2011	Travel	A	1	1	8
PLC00006716	4/2/2016	Property	A	0	1	15
PLC00003618	1/14/2013	Mobile	A	1	1	1
PLC00002410	2/25/2011	Travel	A	1	1	3
PLC00006057	12/2/2010	Mobile	A	1	1	21
PLC00003865	7/23/2010	Life	A	0	0	16
PLC00006580	4/18/2015	Mobile	A	1	1	23
PLC00007415	1/26/2014	Motor	A	1	1	10
PLC00000532	9/30/2016	Travel	A	1	0	8
PLC00003774	11/22/2015	Mobile	A	1	0	4
PLC00009548	1/16/2014	Property	A	0	1	4
PLC00006021	5/12/2018	Travel	A	0	1	2
PLC00009801	10/20/2014	Travel	A	0	1	3
PLC00006034	6/14/2019	Life	A	1	1	7
PLC00000504	8/13/2016	Health	A	1	1	4
PLC00002102	7/25/2019	Property	A	1	1	6
PLC00005467	8/20/2010	Motor	A	1	0	13
PLC00008972	4/13/2018	Motor	A	1	1	15
PLC00005044	9/7/2013	Mobile	A	1	1	20
PLC00005086	6/28/2011	Motor	A	0	1	7
PLC00001744	7/27/2010	Health	A	1	0	18
PLC00000006	3/21/2019	Motor	A	0	1	9
PLC00004629	2/13/2011	Life	A	1	1	12
PLC00008200	10/7/2016	Life	A	1	1	22
PLC00001320	6/15/2014	Travel	A	0	0	8
PLC00004880	5/23/2013	Life	A	1	0	22
PLC00001067	6/11/2016	Life	A	1	1	12
PLC00002911	8/11/2014	Health	A	1	0	10
PLC00001371	7/15/2019	Motor	A	1	0	2
PLC00004250	5/10/2019	Health	A	1	1	15
PLC00008063	7/1/2019	Travel	A	1	0	4
PLC00002808	7/23/2010	Property	A	1	0	2
PLC00006433	10/25/2013	Life	D	0	0	19
PLC00008915	7/29/2015	Travel	A	1	0	2
PLC00006012	3/17/2018	Travel	A	1	1	22
PLC00007232	11/10/2012	Property	A	1	0	0
PLC00000734	7/28/2012	Life	A	1	1	3
PLC00002561	8/31/2015	Life	A	1	1	13
PLC00007584	10/25/2015	Motor	A	1	0	18
PLC00000389	3/12/2015	Mobile	A	0	1	17
PLC00007519	6/20/2010	Motor	A	1	1	23
PLC00001580	1/23/2020	Health	A	1	0	3
PLC00009298	10/27/2014	Travel	A	0	0	18
PLC00000225	6/10/2012	Health	A	1	0	4
PLC00004705	10/11/2017	Mobile	A	0	1	5
PLC00002362	1/12/2011	Motor	A	0	1	7
PLC00007214	6/3/2019	Life	A	1	1	15
PLC00003483	11/30/2015	Health	A	1	1	20
PLC00001723	6/12/2010	Motor	A	1	1	19
PLC00003501	3/5/2015	Travel	A	1	1	6
PLC00005143	4/1/2015	Property	A	1	0	0
PLC00003183	12/22/2014	Property	A	1	0	13
PLC00003896	4/22/2013	Motor	A	1	1	8
PLC00001953	2/26/2018	Travel	A	0	1	0
PLC00007299	8/8/2019	Health	A	0	0	3
PLC00000193	9/27/2012	Travel	A	1	0	6
PLC00000498	4/17/2015	Health	A	1	1	18
PLC00005254	2/23/2016	Travel	A	1	0	7
PLC00001050	7/12/2016	Motor	A	1	1	6
PLC00001573	8/11/2011	Mobile	A	1	1	11
PLC00006968	7/21/2014	Life	A	0	0	5
PLC00007806	6/24/2010	Life	A	1	1	4
PLC00006238	5/4/2015	Travel	A	1	1	5
PLC00002278	11/27/2016	Motor	A	1	1	20
PLC00003441	12/28/2013	Health	A	1	1	17
PLC00004185	5/29/2018	Mobile	A	1	1	9
PLC00001219	8/29/2014	Health	A	1	1	23
PLC00008486	10/6/2017	Health	A	0	1	7
PLC00001361	11/7/2015	Mobile	A	1	1	18
PLC00001345	2/9/2014	Life	A	1	0	5
PLC00003512	7/15/2014	Motor	A	1	1	21
PLC00009911	9/22/2010	Health	A	0	1	22
PLC00005861	3/21/2013	Motor	A	1	1	7
PLC00006591	5/5/2016	Health	A	1	1	5
PLC00009523	7/23/2017	Mobile	A	0	1	9
PLC00007730	11/26/2012	Travel	A	1	0	8
PLC00003284	7/17/2011	Life	A	1	1	5
PLC00001236	8/25/2019	Travel	D	1	1	18
PLC00002686	1/7/2019	Property	A	1	1	9
PLC00008928	6/3/2018	Mobile	A	1	1	9
PLC00004377	3/17/2015	Life	A	1	1	1
PLC00007727	2/5/2018	Property	A	0	1	8
PLC00005111	4/7/2019	Motor	A	0	1	23
PLC00000108	12/8/2011	Travel	A	1	0	19
PLC00000066	12/23/2011	Travel	A	1	1	10
PLC00003646	10/23/2014	Property	A	0	1	9
PLC00003530	6/17/2012	Life	D	1	1	12
PLC00006584	2/22/2011	Motor	A	1	1	16
PLC00003806	9/5/2012	Property	A	1	1	12
PLC00002855	7/18/2012	Life	D	0	1	1
PLC00004602	11/17/2012	Mobile	A	1	1	22
PLC00003168	6/18/2014	Mobile	A	0	1	7
PLC00006915	4/24/2015	Mobile	A	1	1	15
PLC00004741	7/18/2013	Health	A	1	0	15
PLC00000877	12/18/2018	Mobile	A	0	1	22
PLC00005755	5/13/2011	Life	A	0	1	20
PLC00003857	6/20/2015	Health	A	1	1	1
PLC00001430	6/28/2013	Health	A	1	1	18
PLC00000341	4/30/2013	Property	A	1	1	3
PLC00005895	10/2/2019	Mobile	A	0	0	8
PLC00002697	8/22/2010	Health	A	1	1	11
PLC00001420	9/8/2010	Mobile	A	1	1	18
PLC00005710	1/22/2016	Life	A	1	1	11
PLC00008148	1/26/2016	Travel	A	0	1	23
PLC00006609	11/3/2013	Motor	A	1	1	9
PLC00002625	1/25/2019	Health	D	1	1	20
PLC00002822	1/27/2013	Mobile	A	0	1	5
PLC00005757	10/18/2018	Motor	A	0	1	1
PLC00002830	5/18/2017	Motor	A	0	1	14
PLC00007525	3/28/2011	Health	A	0	1	13
PLC00000863	10/15/2014	Property	A	1	1	18
PLC00002272	2/5/2016	Travel	A	1	0	17
PLC00005317	9/29/2016	Life	A	1	1	20
PLC00008455	9/1/2016	Life	A	0	1	17
PLC00008031	10/20/2010	Property	A	0	1	4
PLC00007911	7/19/2013	Property	A	1	0	13
PLC00002797	12/12/2013	Life	A	1	1	9
PLC00007250	3/6/2015	Mobile	A	1	1	3
PLC00000911	8/2/2015	Health	A	1	0	23
PLC00000199	7/25/2010	Travel	A	1	1	8
PLC00008957	12/16/2014	Health	A	1	1	3
PLC00001785	6/5/2011	Life	A	1	1	3
PLC00008803	1/17/2012	Health	A	1	0	2
PLC00001243	5/27/2019	Property	A	0	1	12
PLC00003691	4/9/2016	Property	A	1	1	20
PLC00008818	12/30/2015	Mobile	A	1	0	3
PLC00009156	8/12/2017	Travel	A	0	1	18
PLC00005475	6/1/2011	Mobile	A	1	1	23
PLC00005634	1/16/2019	Health	D	1	1	9
PLC00006631	6/7/2014	Health	D	1	1	18
PLC00008110	7/30/2012	Property	A	0	1	9
PLC00004655	12/25/2012	Mobile	D	0	1	0
PLC00001623	3/23/2019	Life	A	1	0	9
PLC00003195	8/29/2010	Health	A	1	1	13
PLC00000961	3/8/2019	Mobile	A	1	1	10
PLC00005326	1/5/2012	Life	A	1	0	20
PLC00007390	4/26/2015	Mobile	A	1	1	10
PLC00007106	10/18/2019	Health	A	0	0	9
PLC00002803	9/4/2019	Mobile	A	1	1	6
PLC00007453	10/25/2011	Motor	A	0	1	1
PLC00001218	6/23/2014	Travel	A	1	0	15
PLC00006176	2/8/2019	Travel	A	1	1	15
PLC00000400	2/18/2017	Motor	A	1	0	11
PLC00002446	12/19/2016	Property	A	1	1	19
PLC00000337	11/8/2019	Mobile	A	1	0	8
PLC00005581	1/26/2013	Travel	A	1	1	7
PLC00008888	2/7/2014	Life	A	1	1	21
PLC00002994	1/6/2020	Mobile	A	1	1	8
PLC00003736	7/22/2013	Motor	A	1	0	12
PLC00005382	1/4/2015	Motor	A	0	1	7
PLC00009440	12/7/2018	Health	A	1	1	14
PLC00000320	10/20/2015	Travel	A	1	1	14
PLC00008313	5/14/2018	Motor	A	1	1	15
PLC00008505	12/17/2013	Property	A	1	1	18
PLC00009745	11/8/2012	Health	A	1	1	1
PLC00000564	12/19/2011	Health	A	0	1	16
PLC00006539	5/4/2016	Property	A	1	0	8
PLC00006703	9/8/2013	Mobile	A	1	0	12
PLC00002623	3/8/2018	Travel	A	1	1	23
PLC00007475	9/13/2015	Travel	A	1	1	13
PLC00002001	1/31/2015	Mobile	A	1	0	1
PLC00005767	3/15/2013	Motor	A	1	1	16
PLC00002940	12/26/2010	Life	A	1	1	3
PLC00002553	12/2/2014	Motor	A	1	1	0
PLC00005396	3/10/2016	Mobile	A	1	1	8
PLC00000226	9/14/2017	Travel	A	1	1	21
PLC00000490	8/25/2019	Travel	A	0	0	0
PLC00004128	2/9/2018	Travel	A	0	1	17
PLC00005836	12/3/2012	Motor	A	1	1	1
PLC00007235	7/28/2017	Travel	A	0	1	7
PLC00001248	1/16/2015	Life	A	1	1	17
PLC00000659	11/2/2014	Travel	A	1	1	20
PLC00001923	9/15/2018	Life	A	1	1	13
PLC00005136	7/26/2012	Motor	A	1	1	9
PLC00006733	3/18/2013	Life	A	1	1	15
PLC00007122	11/8/2013	Travel	A	0	0	17
PLC00006929	4/28/2011	Mobile	A	1	1	4
PLC00007917	1/6/2011	Health	A	1	0	19
PLC00004607	7/4/2019	Mobile	A	1	1	19
PLC00007712	7/26/2014	Life	A	1	1	18
PLC00002867	6/13/2016	Health	A	1	1	14
PLC00006016	1/14/2012	Property	A	0	1	3
PLC00001616	5/20/2018	Mobile	A	1	1	7
PLC00006276	8/14/2010	Travel	A	1	1	15
PLC00006429	6/18/2019	Motor	A	1	1	17
PLC00006498	10/12/2017	Mobile	A	1	0	1
PLC00004368	10/20/2011	Travel	A	0	1	17
PLC00008991	6/4/2014	Motor	A	0	1	12
PLC00001627	1/31/2015	Property	A	0	0	18
PLC00007732	4/12/2013	Mobile	A	1	1	13
PLC00007541	4/23/2012	Life	A	0	1	2
PLC00002293	7/28/2015	Health	A	0	1	4
PLC00007935	9/8/2011	Property	A	1	1	22
PLC00004916	11/28/2011	Health	D	1	0	1
PLC00003398	8/30/2014	Life	A	1	1	7
PLC00000170	3/10/2013	Health	A	1	1	10
PLC00001464	12/21/2019	Travel	A	0	0	15
PLC00005145	1/28/2018	Travel	A	1	0	13
PLC00008125	9/12/2018	Motor	A	1	1	7
PLC00006718	2/6/2011	Health	A	1	1	18
PLC00008614	8/17/2012	Travel	A	1	1	18
PLC00005067	3/22/2012	Health	A	0	1	22
PLC00004849	8/11/2017	Mobile	A	1	1	5
PLC00001898	2/22/2014	Mobile	D	1	0	6
PLC00008728	2/16/2018	Property	A	1	0	7
PLC00009615	10/19/2012	Motor	A	1	1	15
PLC00005727	10/1/2010	Mobile	A	1	0	18
PLC00005372	8/22/2015	Life	A	1	0	10
PLC00004820	1/3/2015	Property	A	1	1	14
PLC00007706	5/15/2012	Motor	A	1	1	15
PLC00002605	2/8/2012	Life	A	1	1	14
PLC00003355	9/4/2019	Life	A	1	1	13
PLC00004956	5/6/2019	Property	A	1	1	14
PLC00008681	11/18/2013	Travel	A	1	0	17
PLC00004925	3/8/2018	Mobile	A	1	0	2
PLC00003651	4/13/2011	Life	A	1	0	20
PLC00004548	4/25/2016	Travel	A	0	1	2
PLC00008311	3/16/2012	Motor	A	1	1	22
PLC00007784	12/26/2011	Life	D	1	1	0
PLC00005360	9/16/2015	Life	A	1	1	1
PLC00007979	1/8/2016	Travel	A	1	1	22
PLC00008336	7/4/2019	Life	A	1	1	2
PLC00005947	11/21/2017	Mobile	A	1	1	10
PLC00009851	9/17/2010	Motor	A	1	1	1
PLC00008502	10/20/2018	Health	A	1	0	21
PLC00006585	1/19/2016	Motor	A	0	1	12
PLC00009753	12/16/2016	Mobile	D	0	0	2
PLC00008860	9/19/2013	Life	D	1	0	22
PLC00006839	1/3/2018	Property	A	1	1	17
PLC00009505	3/14/2011	Mobile	A	1	1	2
PLC00001982	9/23/2011	Travel	A	1	0	15
PLC00004964	7/25/2015	Mobile	A	1	0	9
